21;Private;269486.0;HS-grad;9;Never-married;Adm-clerical;Not-in-family;White;Male;0;0;45;United-States;<=50K
21;Private;223401.0;Some-college;10;Never-married;Sales;Own-child;White;Male;0;0;32;United-States;<=50K
54;Private;103863.0;HS-grad;9;Married-civ-spouse;Exec-managerial;Husband;Asian-Pac-Islander;Male;0;0;40;Japan;<=50K
45;Private;183469.0;Assoc-acdm;12;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0;40;United-States;>50K
43;Private;370854.0;Some-college;10;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;0;0;40;United-States;<=50K
26;Private;99973.0;HS-grad;9;Married-civ-spouse;Sales;Husband;White;Male;0;0;40;United-States;<=50K
28;Private;495792.0;HS-grad;9;Never-married;Transport-moving;Not-in-family;White;Male;0;0;40;United-States;<=50K
68;Private;250715.0;Some-college;10;Married-civ-spouse;Transport-moving;Husband;White;Male;0;0;70;United-States;<=50K
21;Private;378000.0;7th-8th;4;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;0;0;48;United-States;<=50K
34;Private;218658.0;Bachelors;13;Never-married;Exec-managerial;Not-in-family;White;Male;0;0;40;United-States;<=50K
51;Private;339749.0;HS-grad;9;Separated;Machine-op-inspct;Not-in-family;White;Female;0;0;40;United-States;<=50K
33;Private;91829.0;HS-grad;9;Married-civ-spouse;Transport-moving;Husband;White;Male;0;0;45;United-States;<=50K
44;State-gov;183090.0;Masters;14;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;50;United-States;>50K
46;Private;123301.0;Masters;14;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;40;United-States;>50K
54;Private;154582.0;Some-college;10;Divorced;Transport-moving;Unmarried;White;Female;0;0;15;United-States;<=50K
36;Private;20314.0;HS-grad;9;Divorced;Transport-moving;Other-relative;White;Male;0;0;43;United-States;<=50K
21;Local-gov;200112.0;HS-grad;9;Married-civ-spouse;Adm-clerical;Husband;White;Male;0;0;40;United-States;<=50K
42;Private;358787.0;HS-grad;9;Divorced;Craft-repair;Unmarried;White;Female;0;0;44;United-States;<=50K
30;Local-gov;199830.0;11th;7;Divorced;Transport-moving;Own-child;White;Female;0;0;40;United-States;<=50K
26;Private;145868.0;HS-grad;9;Never-married;Craft-repair;Not-in-family;White;Male;0;0;40;United-States;>50K
18;Private;52061.0;12th;8;Never-married;Adm-clerical;Own-child;White;Male;0;0;5;United-States;<=50K
44;Private;156865.0;Bachelors;13;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0;60;United-States;>50K
50;Private;130313.0;5th-6th;3;Never-married;Handlers-cleaners;Own-child;White;Male;0;0;25;United-States;<=50K
33;Private;129167.0;10th;6;Divorced;Other-service;Own-child;White;Female;0;0;40;United-States;<=50K
45;Private;45046.0;Masters;14;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;50;United-States;>50K
35;Private;203426.0;HS-grad;9;Divorced;Sales;Unmarried;Black;Male;0;0;50;United-States;>50K
28;Private;187864.0;Assoc-acdm;6;Married-civ-spouse;Other-service;Husband;Asian-Pac-Islander;Male;0;0;30;South;<=50K
26;Self-emp-not-inc;201907.0;Bachelors;13;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0;12;United-States;<=50K
40;Private;107280.0;HS-grad;9;Married-civ-spouse;Exec-managerial;Wife;White;Female;0;0;40;Scotland;>50K
35;Private;99849.0;Some-college;10;Married-civ-spouse;Sales;Husband;White;Male;3103;0;50;United-States;<=50K
23;Private;99653.0;HS-grad;9;Never-married;Craft-repair;Own-child;White;Male;0;0;44;United-States;<=50K
28;Self-emp-not-inc;204640.0;HS-grad;9;Never-married;Craft-repair;Unmarried;White;Female;0;0;50;United-States;<=50K
47;Private;60629.0;Bachelors;13;Married-civ-spouse;Exec-managerial;Husband;Asian-Pac-Islander;Male;0;0;50;United-States;<=50K
21;Private;194610.0;HS-grad;9;Married-civ-spouse;Adm-clerical;Husband;White;Male;0;0;40;United-States;<=50K
56;Private;387003.0;Bachelors;13;Divorced;Exec-managerial;Unmarried;Black;Male;0;0;50;Germany;<=50K
58;Private;141682.0;Assoc-voc;11;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0;40;United-States;>50K
25;Private;150455.0;HS-grad;9;Married-civ-spouse;Sales;Husband;White;Male;0;0;40;United-States;<=50K
26;Private;374749.0;Some-college;10;Never-married;Craft-repair;Not-in-family;Black;Male;0;0;40;United-States;<=50K
64;Local-gov;147929.0;HS-grad;9;Widowed;Exec-managerial;Unmarried;White;Female;0;0;40;United-States;<=50K
29;Private;78409.0;Assoc-acdm;12;Never-married;Priv-house-serv;Not-in-family;White;Male;0;0;30;United-States;<=50K
26;Private;153864.0;Bachelors;13;Never-married;Prof-specialty;Own-child;White;Female;0;0;45;United-States;<=50K
37;Private;125706.0;7th-8th;4;Married-civ-spouse;Machine-op-inspct;Husband;Other;Male;0;0;40;Mexico;<=50K
47;State-gov;261956.0;Assoc-acdm;12;Divorced;Protective-serv;Not-in-family;White;Male;0;0;40;United-States;<=50K
33;Private;211451.0;HS-grad;9;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0;45;United-States;>50K
59;Self-emp-inc;106198.0;7th-8th;4;Divorced;Craft-repair;Unmarried;White;Female;0;0;40;United-States;<=50K
42;Self-emp-inc;145659.0;Bachelors;13;Married-civ-spouse;Farming-fishing;Husband;White;Male;0;0;60;United-States;<=50K
21;Private;148446.0;Some-college;10;Never-married;Transport-moving;Own-child;White;Female;0;0;40;Puerto-Rico;<=50K
38;Private;225421.0;HS-grad;9;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;7688;0;48;United-States;>50K
34;Private;129328.0;Assoc-voc;11;Never-married;Exec-managerial;Own-child;White;Male;0;0;40;United-States;<=50K
55;Self-emp-inc;303071.0;HS-grad;9;Widowed;Exec-managerial;Not-in-family;White;Female;0;0;40;United-States;<=50K
37;Private;54963.0;HS-grad;9;Married-spouse-absent;Farming-fishing;Unmarried;White;Female;0;0;77;United-States;<=50K
61;Self-emp-not-inc;119077.0;HS-grad;9;Married-civ-spouse;Sales;Husband;White;Male;7298;0;63;United-States;>50K
20;Private;60893.0;12th;8;Never-married;Adm-clerical;Own-child;White;Male;0;0;25;United-States;<=50K
17;Private;85630.0;10th;6;Never-married;Other-service;Own-child;White;Male;1055;0;10;United-States;<=50K
48;?;79791.0;Some-college;10;Widowed;?;Not-in-family;White;Male;0;0;20;United-States;<=50K
29;Private;144311.0;Some-college;10;Married-civ-spouse;Adm-clerical;Husband;White;Male;0;0;6;United-States;>50K
41;Private;91970.0;Some-college;10;Divorced;Adm-clerical;Not-in-family;White;Male;0;0;40;Canada;<=50K
39;Private;204641.0;Bachelors;13;Divorced;Adm-clerical;Unmarried;White;Female;0;1408;40;United-States;<=50K
63;?;195340.0;Bachelors;13;Married-civ-spouse;?;Husband;Asian-Pac-Islander;Male;0;0;40;?;<=50K
20;Self-emp-not-inc;205919.0;Some-college;10;Never-married;Prof-specialty;Own-child;White;Male;0;0;12;United-States;<=50K
23;Self-emp-inc;74500.0;Some-college;10;Never-married;Exec-managerial;Not-in-family;White;Male;0;0;40;United-States;<=50K
48;Private;103799.0;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;50;United-States;<=50K
43;Local-gov;139759.0;Assoc-voc;11;Widowed;Exec-managerial;Not-in-family;White;Female;0;0;15;United-States;<=50K
53;?;168151.0;Bachelors;13;Widowed;?;Unmarried;White;Female;0;0;40;United-States;<=50K
41;Private;175758.0;HS-grad;9;Married-civ-spouse;Protective-serv;Husband;White;Male;7688;0;45;United-States;>50K
35;Private;70783.0;HS-grad;9;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;50;United-States;>50K
24;Private;331251.0;Some-college;10;Never-married;Sales;Not-in-family;White;Female;0;0;25;United-States;<=50K
25;Private;293216.0;Masters;14;Never-married;Farming-fishing;Own-child;White;Female;0;0;60;United-States;<=50K
35;Private;166934.0;Bachelors;13;Divorced;Other-service;Not-in-family;White;Female;0;0;35;United-States;<=50K
20;Private;170302.0;HS-grad;9;Never-married;Adm-clerical;Own-child;White;Female;0;0;40;United-States;<=50K
33;State-gov;63648.0;Some-college;10;Divorced;Protective-serv;Not-in-family;White;Male;0;0;70;United-States;<=50K
43;Private;162857.0;Bachelors;13;Married-civ-spouse;Exec-managerial;Husband;Black;Male;0;0;40;United-States;<=50K
50;Private;128155.0;HS-grad;9;Married-civ-spouse;Transport-moving;Husband;White;Male;0;0;40;United-States;>50K
28;Private;226523.0;10th;6;Married-civ-spouse;Handlers-cleaners;Wife;White;Female;0;0;40;United-States;<=50K
25;Federal-gov;346097.0;HS-grad;9;Never-married;Adm-clerical;Own-child;White;Male;0;0;33;United-States;<=50K
50;Self-emp-inc;136012.0;Masters;14;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0;55;United-States;>50K
43;Local-gov;161492.0;Masters;14;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;40;United-States;<=50K
47;Private;206276.0;Masters;14;Married-civ-spouse;Sales;Husband;White;Male;15024;0;35;United-States;>50K
55;Private;130545.0;HS-grad;9;Married-civ-spouse;Farming-fishing;Husband;White;Male;0;0;50;United-States;<=50K
19;Private;275550.0;HS-grad;9;Never-married;Handlers-cleaners;Own-child;White;Male;0;0;50;United-States;<=50K
66;?;41086.0;Some-college;10;Married-civ-spouse;?;Husband;White;Male;0;0;4;United-States;<=50K
40;Private;113156.0;Doctorate;16;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;45;United-States;>50K
40;Private;305335.0;Doctorate;16;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;44;United-States;<=50K
20;Private;162206.0;HS-grad;9;Never-married;Handlers-cleaners;Own-child;White;Male;0;0;40;United-States;<=50K
55;Private;87499.0;HS-grad;9;Married-civ-spouse;Handlers-cleaners;Husband;White;Male;0;0;40;United-States;<=50K
53;?;303900.0;Bachelors;13;Married-civ-spouse;?;Husband;White;Male;0;0;40;Canada;<=50K
19;Private;99524.0;11th;7;Never-married;Adm-clerical;Not-in-family;White;Male;0;1602;40;United-States;<=50K
22;Private;242269.0;Bachelors;13;Never-married;Prof-specialty;Not-in-family;White;Male;0;0;40;United-States;<=50K
53;Private;27788.0;10th;6;Married-civ-spouse;Other-service;Husband;White;Male;15024;0;40;United-States;>50K
39;State-gov;439342.0;HS-grad;9;Divorced;Adm-clerical;Not-in-family;Black;Male;0;0;38;United-States;<=50K
37;Private;154887.0;Some-college;10;Separated;Machine-op-inspct;Unmarried;White;Female;0;0;40;United-States;<=50K
33;Private;87583.0;Some-college;10;Never-married;Adm-clerical;Other-relative;White;Male;0;0;36;United-States;<=50K
46;Private;338103.0;HS-grad;9;Never-married;Adm-clerical;Not-in-family;White;Female;5013;0;40;United-States;<=50K
49;Private;19758.0;7th-8th;4;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;0;0;40;United-States;<=50K
22;Private;105042.0;HS-grad;9;Never-married;Handlers-cleaners;Own-child;White;Male;0;0;40;United-States;<=50K
51;Private;249406.0;Some-college;10;Divorced;Machine-op-inspct;Not-in-family;White;Male;0;0;40;United-States;<=50K
29;Private;280775.0;HS-grad;9;Married-civ-spouse;Adm-clerical;Husband;White;Male;0;0;20;United-States;>50K
42;Private;111695.0;HS-grad;9;Never-married;Sales;Not-in-family;White;Female;0;0;40;United-States;<=50K
22;Private;172802.0;HS-grad;9;Never-married;Craft-repair;Not-in-family;White;Male;0;0;40;United-States;<=50K
43;Private;270226.0;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;50;United-States;<=50K
26;Local-gov;236047.0;HS-grad;9;Married-civ-spouse;Transport-moving;Husband;White;Male;0;0;40;United-States;<=50K
25;Private;314199.0;HS-grad;9;Never-married;Craft-repair;Not-in-family;White;Female;0;0;40;United-States;<=50K
22;Self-emp-not-inc;232282.0;HS-grad;9;Never-married;Farming-fishing;Own-child;Black;Male;0;0;20;United-States;<=50K
50;?;174204.0;7th-8th;4;Married-civ-spouse;?;Husband;White;Male;0;0;40;United-States;<=50K
35;Private;112303.0;Some-college;10;Married-civ-spouse;Sales;Husband;White;Male;0;0;40;United-States;>50K
31;Private;139767.0;HS-grad;9;Married-civ-spouse;Other-service;Husband;Asian-Pac-Islander;Male;0;0;40;Taiwan;<=50K
65;Private;74003.0;10th;6;Married-civ-spouse;Handlers-cleaners;Husband;White;Male;0;0;27;United-States;<=50K
33;Self-emp-not-inc;227147.0;11th;7;Married-civ-spouse;Sales;Husband;White;Male;15024;0;66;United-States;>50K
21;Private;245621.0;HS-grad;9;Never-married;Machine-op-inspct;Own-child;Asian-Pac-Islander;Female;0;0;40;Vietnam;<=50K
57;Private;209047.0;Bachelors;13;Widowed;Prof-specialty;Unmarried;White;Female;0;0;30;United-States;<=50K
32;Private;377927.0;12th;8;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;30;United-States;<=50K
43;?;90180.0;Some-college;10;Married-civ-spouse;?;Husband;Black;Male;0;0;35;United-States;<=50K
40;Private;356552.0;HS-grad;9;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0;40;United-States;>50K
50;Local-gov;369010.0;Some-college;10;Married-civ-spouse;Protective-serv;Husband;White;Male;0;0;48;United-States;<=50K
25;Self-emp-inc;405591.0;Bachelors;13;Separated;Exec-managerial;Not-in-family;White;Female;0;0;20;United-States;<=50K
31;Self-emp-not-inc;987814.0;9th;5;Never-married;Machine-op-inspct;Not-in-family;White;Male;0;2339;40;United-States;<=50K
23;Self-emp-not-inc;203463.0;HS-grad;9;Never-married;Other-service;Own-child;White;Female;0;0;25;United-States;<=50K
31;Private;44849.0;Some-college;10;Married-civ-spouse;Handlers-cleaners;Husband;White;Male;7298;0;40;United-States;>50K
27;Private;246018.0;Some-college;10;Married-civ-spouse;Handlers-cleaners;Other-relative;White;Female;0;0;40;Mexico;<=50K
21;Private;267870.0;HS-grad;9;Never-married;Handlers-cleaners;Own-child;White;Female;0;0;30;United-States;<=50K
44;Private;189705.0;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;7688;1902;45;United-States;>50K
46;Private;275047.0;HS-grad;9;Married-civ-spouse;Adm-clerical;Husband;White;Male;6497;0;40;United-States;<=50K
29;Private;270592.0;Bachelors;13;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0;45;United-States;<=50K
63;Private;182456.0;11th;7;Never-married;Sales;Not-in-family;White;Male;0;0;40;United-States;<=50K
49;Private;112200.0;7th-8th;4;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;0;0;39;United-States;<=50K
40;Private;147575.0;Some-college;10;Never-married;Exec-managerial;Other-relative;Asian-Pac-Islander;Female;0;1721;40;?;<=50K
36;Private;178001.0;Bachelors;13;Divorced;Prof-specialty;Not-in-family;White;Female;0;0;40;United-States;<=50K
59;Self-emp-not-inc;200799.0;Assoc-acdm;12;Married-civ-spouse;Tech-support;Husband;White;Male;0;2258;60;United-States;<=50K
31;Private;234064.0;Some-college;10;Married-civ-spouse;Craft-repair;Wife;White;Female;0;0;40;United-States;>50K
40;Private;214122.0;Some-college;10;Never-married;Adm-clerical;Own-child;White;Female;0;0;40;United-States;<=50K
43;State-gov;184258.0;HS-grad;9;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0;40;Italy;>50K
46;Private;89270.0;Some-college;10;Separated;Adm-clerical;Own-child;Black;Female;0;0;40;United-States;<=50K
61;Private;180206.0;HS-grad;9;Divorced;Sales;Unmarried;White;Female;0;0;25;Canada;<=50K
47;State-gov;29964.0;HS-grad;9;Never-married;Protective-serv;Own-child;White;Male;0;0;40;United-States;<=50K
49;Private;229697.0;HS-grad;9;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;40;United-States;<=50K
56;Private;185458.0;7th-8th;4;Married-spouse-absent;Adm-clerical;Unmarried;White;Female;0;1594;40;United-States;<=50K
58;Federal-gov;180721.0;Assoc-voc;11;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0;40;United-States;>50K
57;Private;38730.0;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;40;United-States;<=50K
28;Private;155618.0;11th;7;Married-civ-spouse;Sales;Husband;White;Male;0;2444;50;Ecuador;<=50K
65;Private;206184.0;HS-grad;9;Married-civ-spouse;Adm-clerical;Husband;White;Male;0;0;40;United-States;<=50K
32;Local-gov;352493.0;Bachelors;13;Divorced;Prof-specialty;Not-in-family;Black;Male;0;0;40;United-States;<=50K
44;?;212212.0;Some-college;10;Married-civ-spouse;?;Husband;White;Male;0;0;40;United-States;<=50K
49;Private;114472.0;HS-grad;9;Married-civ-spouse;Exec-managerial;Husband;Asian-Pac-Islander;Male;0;0;45;United-States;>50K
35;Private;190037.0;HS-grad;9;Married-civ-spouse;Adm-clerical;Wife;White;Female;0;0;40;United-States;>50K
49;Private;207442.0;Assoc-acdm;12;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0;43;United-States;>50K
27;Private;86018.0;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;Other;Male;13550;0;40;United-States;>50K
39;Self-emp-not-inc;247306.0;Assoc-voc;11;Married-civ-spouse;Farming-fishing;Husband;White;Male;0;0;99;United-States;<=50K
39;Private;257767.0;Assoc-acdm;12;Never-married;Sales;Not-in-family;White;Female;0;0;48;United-States;<=50K
45;Private;250774.0;Doctorate;16;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0;40;United-States;>50K
30;Self-emp-inc;353695.0;Bachelors;13;Never-married;Exec-managerial;Not-in-family;Black;Male;0;0;60;United-States;<=50K
45;State-gov;408266.0;Some-college;10;Married-civ-spouse;Exec-managerial;Husband;White;Male;4934;1485;40;United-States;>50K
46;State-gov;297598.0;HS-grad;9;Never-married;Adm-clerical;Not-in-family;White;Female;4386;0;40;United-States;<=50K
50;Self-emp-not-inc;201355.0;Some-college;10;Married-civ-spouse;Adm-clerical;Husband;White;Male;0;0;40;United-States;<=50K
63;Private;190036.0;9th;5;Married-civ-spouse;Other-service;Husband;White;Male;0;0;40;United-States;<=50K
25;?;483626.0;Masters;14;Divorced;?;Unmarried;White;Female;3137;0;40;United-States;<=50K
27;Local-gov;137575.0;HS-grad;9;Married-civ-spouse;Exec-managerial;Wife;Black;Female;0;0;45;United-States;>50K
31;Private;190317.0;Assoc-acdm;12;Never-married;Other-service;Not-in-family;Black;Male;0;0;16;United-States;<=50K
35;Private;134658.0;HS-grad;9;Never-married;Other-service;Not-in-family;Black;Female;0;0;40;Jamaica;<=50K
43;Private;162971.0;Some-college;10;Married-civ-spouse;Sales;Husband;White;Male;0;0;40;United-States;<=50K
36;Private;118693.0;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;50;United-States;<=50K
38;Self-emp-not-inc;325854.0;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;15;United-States;<=50K
29;Federal-gov;97515.0;HS-grad;9;Married-civ-spouse;Protective-serv;Husband;White;Male;0;0;60;United-States;<=50K
29;Private;124746.0;Bachelors;13;Married-civ-spouse;Farming-fishing;Wife;White;Female;0;0;40;United-States;>50K
29;Private;195400.0;12th;8;Divorced;Exec-managerial;Unmarried;White;Male;0;0;50;Columbia;>50K
38;Private;127237.0;Some-college;10;Married-civ-spouse;Other-service;Husband;White;Male;0;1887;40;Mexico;<=50K
29;Private;215147.0;Assoc-voc;11;Never-married;Tech-support;Not-in-family;White;Female;0;0;40;United-States;<=50K
49;Private;298220.0;HS-grad;9;Married-civ-spouse;Adm-clerical;Husband;White;Male;0;0;60;United-States;<=50K
21;Private;490423.0;10th;6;Never-married;Machine-op-inspct;Not-in-family;White;Male;0;0;40;United-States;<=50K
29;Private;108880.0;HS-grad;9;Married-civ-spouse;Adm-clerical;Husband;Black;Male;0;0;6;United-States;<=50K
44;Local-gov;341142.0;Some-college;10;Divorced;Other-service;Not-in-family;White;Female;0;0;40;United-States;<=50K
34;Private;366332.0;HS-grad;9;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0;40;United-States;<=50K
44;Federal-gov;223947.0;Masters;14;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;40;United-States;>50K
58;Private;292959.0;Bachelors;13;Married-civ-spouse;Adm-clerical;Husband;White;Male;14344;0;40;United-States;>50K
55;Private;173368.0;HS-grad;9;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;35;Canada;<=50K
49;State-gov;85863.0;Masters;14;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;40;United-States;>50K
44;Private;132515.0;Masters;14;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;45;United-States;<=50K
32;Private;239293.0;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;40;United-States;>50K
30;Private;65701.0;HS-grad;9;Never-married;Machine-op-inspct;Not-in-family;Black;Male;0;0;40;United-States;<=50K
24;Private;232178.0;Some-college;10;Never-married;Sales;Not-in-family;Black;Female;0;0;50;United-States;<=50K
40;Private;704456.0;HS-grad;9;Divorced;Exec-managerial;Not-in-family;White;Female;0;0;40;United-States;<=50K
60;State-gov;62238.0;HS-grad;9;Widowed;Adm-clerical;Not-in-family;White;Male;0;0;37;United-States;<=50K
68;Private;330046.0;10th;6;Divorced;Transport-moving;Not-in-family;Black;Male;0;0;70;United-States;<=50K
32;Self-emp-inc;175247.0;Bachelors;13;Never-married;Exec-managerial;Other-relative;White;Female;0;0;40;United-States;>50K
30;Private;65095.0;Assoc-acdm;12;Never-married;Tech-support;Other-relative;White;Female;0;0;40;United-States;<=50K
54;Private;12459.0;Masters;14;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;60;United-States;>50K
27;Private;367339.0;Bachelors;13;Married-civ-spouse;Adm-clerical;Husband;White;Male;0;0;40;United-States;<=50K
46;Private;198424.0;Prof-school;15;Married-civ-spouse;Prof-specialty;Wife;White;Female;0;0;35;United-States;<=50K
53;Private;166726.0;HS-grad;9;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;0;0;40;United-States;>50K
51;Private;168281.0;HS-grad;9;Divorced;Adm-clerical;Not-in-family;White;Female;0;1672;40;United-States;<=50K
76;Federal-gov;207327.0;Some-college;10;Married-civ-spouse;Adm-clerical;Wife;White;Female;0;0;50;United-States;<=50K
62;Private;150225.0;Some-college;10;Never-married;Adm-clerical;Own-child;White;Male;0;0;32;United-States;<=50K
74;?;106519.0;HS-grad;9;Married-civ-spouse;?;Husband;White;Male;0;0;12;United-States;<=50K
39;Private;157945.0;Bachelors;13;Never-married;Exec-managerial;Not-in-family;White;Male;0;0;40;Columbia;<=50K
27;Private;240523.0;Bachelors;13;Never-married;Exec-managerial;Not-in-family;White;Female;0;0;40;United-States;<=50K
44;Private;222395.0;Bachelors;13;Separated;Adm-clerical;Not-in-family;White;Female;0;0;40;United-States;<=50K
